id	de	level	ko	note	model
halbtags	halbtags	b1	반나절로, 파트타임으로		claude-sonnet-5
handel	der Handel	b1	무역, 거래, 상업		claude-sonnet-5
haendler	der Händler	b1	상인, 판매자		claude-sonnet-5
hassen	hassen	b1	미워하다, 싫어하다		claude-sonnet-5
haeufig	häufig	b1	자주 있는, 흔한, 자주	부사로도 쓰임	claude-sonnet-5
haupt	Haupt-	b1	주된, 본, 중심	합성어 앞에 붙는 접두어	claude-sonnet-5
hauptbahnhof	der Hauptbahnhof	b1	중앙역		claude-sonnet-5
hausmeister	der Hausmeister	b1	관리인, 수위		claude-sonnet-5
held	der Held	b1	영웅		claude-sonnet-5
heldin	die Heldin	b1	여자 영웅, 여주인공		claude-sonnet-5
haut	die Haut	b1	피부		claude-sonnet-5
heben	heben	b1	들다, 들어올리다		claude-sonnet-5
hendel	das Hend(e)l	b1	통닭, 구운 닭고기	오스트리아 표현	claude-sonnet-5
heim	heim	b1	집으로		claude-sonnet-5
heim-2	das Heim	b1	집, 보금자리, 시설		claude-sonnet-5
heimlich	heimlich	b1	몰래, 비밀스러운		claude-sonnet-5
heimweh	das Heimweh	b1	향수병, 고향에 대한 그리움		claude-sonnet-5
heizen	heizen	b1	난방하다, 데우다		claude-sonnet-5
herausfinden	herausfinden	b1	알아내다, 찾아내다	분리동사	claude-sonnet-5
herausforderung	die Herausforderung	b1	도전, 과제		claude-sonnet-5
herkunft	die Herkunft	b1	출신, 유래		claude-sonnet-5
hersteller	der Hersteller	b1	제조업체, 생산자		claude-sonnet-5
herunterfahren	herunterfahren	b1	(컴퓨터를) 종료하다	분리동사	claude-sonnet-5
herz	das Herz	b1	심장, 마음		claude-sonnet-5
heutig	heutig	b1	오늘의, 현재의		claude-sonnet-5
hierher	hierher	b1	이리로, 여기로		claude-sonnet-5
runterwerfen	runterwerfen	b1	아래로 던지다	분리동사, 구어	claude-sonnet-5
hinterlassen	hinterlassen	b1	남기다		claude-sonnet-5
hinterher	hinterher	b1	그 후에, 나중에		claude-sonnet-5
hinweisen	hinweisen	b1	지적하다, 알려 주다	auf+4격	claude-sonnet-5
hinweis	der Hinweis	b1	힌트, 단서, 안내		claude-sonnet-5
historisch	historisch	b1	역사적인		claude-sonnet-5
hitze	die Hitze	b1	더위, 열기		claude-sonnet-5
hoehe	die Höhe	b1	높이, 고도		claude-sonnet-5
hochladen	hochladen	b1	업로드하다	분리동사	claude-sonnet-5
hoechstens	höchstens	b1	많아야, 기껏해야		claude-sonnet-5
hof	der Hof	b1	마당, 뜰		claude-sonnet-5
bauernhof	der Bauernhof	b1	농장		claude-sonnet-5
hoffnung	die Hoffnung	b1	희망		claude-sonnet-5
hoeflich	höflich	b1	예의 바른, 공손한		claude-sonnet-5
holz	das Holz	b1	나무, 목재		claude-sonnet-5
honig	der Honig	b1	꿀		claude-sonnet-5
hoerer	der Hörer	b1	청취자, 수화기		claude-sonnet-5
huebsch	hübsch	b1	예쁜, 귀여운		claude-sonnet-5
huegel	der Hügel	b1	언덕		claude-sonnet-5
humor	der Humor	b1	유머, 유머 감각		claude-sonnet-5
hungrig	hungrig	b1	배고픈		claude-sonnet-5
hupen	hupen	b1	경적을 울리다		claude-sonnet-5
husten-2	der Husten	b1	기침		claude-sonnet-5
hut	der Hut	b1	모자		claude-sonnet-5
huette	die Hütte	b1	오두막, 산장		claude-sonnet-5
import	der Import	b1	수입		claude-sonnet-5
indem	indem	b1	~함으로써		claude-sonnet-5
individuell	individuell	b1	개별적인, 개인적인		claude-sonnet-5
industrie	die Industrie	b1	산업		claude-sonnet-5
infektion	die Infektion	b1	감염		claude-sonnet-5
ingenieur	der Ingenieur	b1	기술자, 엔지니어		claude-sonnet-5
inhalt	der Inhalt	b1	내용, 내용물		claude-sonnet-5
ideal	ideal	b1	이상적인		claude-sonnet-5
illegal	illegal	b1	불법의, 불법적인		claude-sonnet-5
imbiss	der Imbiss	b1	간식, 간이식당		claude-sonnet-5
inklusive	inklusive	b1	포함하여, 포함해서	전치사, 2격 지배	claude-sonnet-5
innen	innen	b1	안에, 내부에		claude-sonnet-5
inner	inner-	b1	내부의, 안의	형용사 접두어	claude-sonnet-5
innerhalb	innerhalb	b1	~이내에, ~안에	2격 지배	claude-sonnet-5
inserat	das Inserat	b1	광고	오스트리아어	claude-sonnet-5
insgesamt	insgesamt	b1	총, 전부, 합계		claude-sonnet-5
installieren	installieren	b1	설치하다		claude-sonnet-5
institut	das Institut	b1	연구소, 기관		claude-sonnet-5
integrieren	integrieren	b1	통합시키다, 융화되다	수동/재귀로 자주 씀	claude-sonnet-5
integration	die Integration	b1	통합		claude-sonnet-5
intelligenz	die Intelligenz	b1	지능		claude-sonnet-5
intensiv	intensiv	b1	집중적인, 강도 높은		claude-sonnet-5
intensivkurs	der Intensivkurs	b1	집중 과정		claude-sonnet-5
interessiert	interessiert	b1	관심 있는, 흥미를 느끼는	an+3격	claude-sonnet-5
interkulturell	interkulturell	b1	상호문화적인, 문화 간의		claude-sonnet-5
inzwischen	inzwischen	b1	그사이, 그동안		claude-sonnet-5
irgend	irgend-	b1	어떤, 아무	접두어	claude-sonnet-5
irgendwann	irgendwann	b1	언젠가		claude-sonnet-5
sich-irren	sich irren	b1	잘못 알다, 착각하다	재귀동사	claude-sonnet-5
jause	die Jause	b1	간식	오스트리아어	claude-sonnet-5
je	je	b1	~에 따라, ~마다		claude-sonnet-5
je-desto	je … desto …	b1	~할수록 더 ~하다		claude-sonnet-5
jederzeit	jederzeit	b1	언제든지		claude-sonnet-5
jedes-mal	jedes Mal	b1	매번, 그때마다		claude-sonnet-5
jedoch	jedoch	b1	그러나, 하지만		claude-sonnet-5
jemals	jemals	b1	언젠가, 한 번이라도		claude-sonnet-5
jeweils	jeweils	b1	각각, 그때그때		claude-sonnet-5
festhalten	festhalten	b1	꽉 잡다, 붙잡다	재귀동사 가능	claude-sonnet-5
festlegen	festlegen	b1	확정하다, 정하다	재귀동사 가능	claude-sonnet-5
festnehmen	festnehmen	b1	체포하다	분리동사	claude-sonnet-5
festsetzen	festsetzen	b1	정하다, 확정하다	분리동사	claude-sonnet-5
feststehen	feststehen	b1	확정되다, 정해져 있다	분리동사	claude-sonnet-5
feststellen	feststellen	b1	확인하다, 알아내다	분리동사	claude-sonnet-5
finger	der Finger	b1	손가락		claude-sonnet-5
flach	flach	b1	평평한, 얕은		claude-sonnet-5
flaeche	die Fläche	b1	면적, 표면		claude-sonnet-5
fleck	der Fleck	b1	얼룩, 자국		claude-sonnet-5
fleischhauer	der Fleischhauer	b1	정육점 주인, 도축업자	오스트리아식 표현	claude-sonnet-5
flexibel	flexibel	b1	유연한		claude-sonnet-5
fliehen	fliehen	b1	도망치다, 피하다		claude-sonnet-5
flucht	die Flucht	b1	도피, 탈출		claude-sonnet-5
fliessen	fließen	b1	흐르다	완료시 sein	claude-sonnet-5
fliessend	fließend	b1	유창한, 흐르는		claude-sonnet-5
floete	die Flöte	b1	플루트, 피리		claude-sonnet-5
flur	der Flur	b1	복도		claude-sonnet-5
fluessigkeit	die Flüssigkeit	b1	액체, 수분		claude-sonnet-5
folgen	folgen	b1	따르다, 뒤따르다	3격 목적어, sein완료	claude-sonnet-5
folge	die Folge	b1	결과, 영향		claude-sonnet-5
folgenden	folgenden	b1	다음의, 아래의	folgend의 변화형	claude-sonnet-5
fordern	fordern	b1	요구하다		claude-sonnet-5
forderung	die Forderung	b1	요구, 요청		claude-sonnet-5
foerdern	fördern	b1	지원하다, 후원하다, 촉진하다		claude-sonnet-5
foerderung	die Förderung	b1	지원, 후원, 장려		claude-sonnet-5
form	die Form	b1	모양, 형태, 틀		claude-sonnet-5
forschung	die Forschung	b1	연구		claude-sonnet-5
fortbildung	die Fortbildung	b1	연수, 직업교육		claude-sonnet-5
fortschritt	der Fortschritt	b1	진전, 발전		claude-sonnet-5
fortsetzen	fortsetzen	b1	계속하다	분리동사	claude-sonnet-5
fortsetzung	die Fortsetzung	b1	계속, 속편		claude-sonnet-5
forum	das Forum	b1	포럼, 게시판		claude-sonnet-5
fotograf	der Fotograf	b1	사진작가, 사진사		claude-sonnet-5
fotografie	die Fotografie	b1	사진, 사진술		claude-sonnet-5
frech	frech	b1	버릇없는, 무례한		claude-sonnet-5
im-freien	im Freien	b1	야외에서, 밖에서	고정 표현	claude-sonnet-5
freiheit	die Freiheit	b1	자유		claude-sonnet-5
fressen	fressen	b1	먹다	동물에게만 씀	claude-sonnet-5
sich-freuen	sich freuen	b1	기뻐하다, 좋아하다, 고대하다	재귀동사, 전치사에 따라 뜻 다름	claude-sonnet-5
freude	die Freude	b1	기쁨, 즐거움		claude-sonnet-5
freundschaft	die Freundschaft	b1	우정		claude-sonnet-5
friede	der Friede	b1	평화	현대어는 Frieden 사용	claude-sonnet-5
frieren	frieren	b1	춥다, 얼다	인칭/비인칭 둘다 가능	claude-sonnet-5
friseur	der Friseur	b1	미용사, 이발사		claude-sonnet-5
friseurin	der Friseurin	b1	미용사	Friseur의 여성형	claude-sonnet-5
frisur	die Frisur	b1	머리 모양, 헤어스타일		claude-sonnet-5
frist	die Frist	b1	기한, 마감일		claude-sonnet-5
froehlich	fröhlich	b1	즐거운, 명랑한		claude-sonnet-5
frucht	die Frucht	b1	과일, 열매		claude-sonnet-5
fuehren	führen	b1	이끌다, 운영하다, 앞서다		claude-sonnet-5
fuehrerausweis	der Führerausweis	b1	운전면허증	스위스식 표현	claude-sonnet-5
fundbuero	das Fundbüro	b1	분실물 보관소		claude-sonnet-5
funktionieren	funktionieren	b1	작동하다, 잘 되다		claude-sonnet-5
fuerchten	(sich) fürchten	b1	무서워하다, 두려워하다	재귀동사, vor+3격	claude-sonnet-5
fussgaenger	der Fußgänger	b1	보행자		claude-sonnet-5
fussgaengerin	die Fußgängerin	b1	여성 보행자		claude-sonnet-5
fuettern	füttern	b1	먹이를 주다		claude-sonnet-5
galerie	die Galerie	b1	화랑, 미술관		claude-sonnet-5
gang	der Gang	b1	복도, 기어, 코스		claude-sonnet-5
kommunikation	die Kommunikation	b1	의사소통, 소통		claude-sonnet-5
komplett	komplett	b1	완전한, 완전히, 전부		claude-sonnet-5
kompliziert	kompliziert	b1	복잡한		claude-sonnet-5
kompromiss	der Kompromiss	b1	타협, 절충		claude-sonnet-5
konferenz	die Konferenz	b1	회의, 학회		claude-sonnet-5
konfituere	die Konfitüre	b1	잼		claude-sonnet-5
konflikt	der Konflikt	b1	갈등, 충돌		claude-sonnet-5
koenig	der König	b1	왕		claude-sonnet-5
konkurrenz	die Konkurrenz	b1	경쟁, 경쟁사, 경쟁자들		claude-sonnet-5
konsulat	das Konsulat	b1	영사관		claude-sonnet-5
konsumieren	konsumieren	b1	소비하다, 섭취하다		claude-sonnet-5
girokonto	das Girokonto	b1	입출금 계좌, 지로 계좌		claude-sonnet-5
kontrolle	die Kontrolle	b1	검사, 점검, 통제		claude-sonnet-5
sich-konzentrieren	sich konzentrieren	b1	집중하다	재귀동사	claude-sonnet-5
kopieren	kopieren	b1	복사하다		claude-sonnet-5
kopie	die Kopie	b1	복사(본)		claude-sonnet-5
kopierer	der Kopierer	b1	복사기		claude-sonnet-5
korrekt	korrekt	b1	정확한, 올바른		claude-sonnet-5
korridor	der Korridor	b1	복도		claude-sonnet-5
korrigieren	korrigieren	b1	고치다, 수정하다, 교정하다		claude-sonnet-5
kosten-2	die Kosten	b1	비용, 경비	복수형만 씀	claude-sonnet-5
kostuem	das Kostüm	b1	의상, 코스튬, 분장		claude-sonnet-5
kraft	die Kraft	b1	힘, 기운		claude-sonnet-5
kraeftig	kräftig	b1	힘센, 건장한, 강한		claude-sonnet-5
kraftfahrzeug	das Kraftfahrzeug	b1	자동차, 차량		claude-sonnet-5
kraftwerk	das Kraftwerk	b1	발전소		claude-sonnet-5
kranke	der Kranke	b1	환자, 병자	형용사 명사화	claude-sonnet-5
kranke-2	die Kranke	b1	환자, 병자	형용사 명사화	claude-sonnet-5
krankenpfleger	der Krankenpfleger	b1	남자 간호사		claude-sonnet-5
krankenschwester	die Krankenschwester	b1	간호사		claude-sonnet-5
krankenwagen	der Krankenwagen	b1	구급차		claude-sonnet-5
kreativ	kreativ	b1	창의적인, 창조적인		claude-sonnet-5
kreditkarte-2	die Kreditkarte	b1	신용카드		claude-sonnet-5
kreis	der Kreis	b1	원, 구역		claude-sonnet-5
kreuz	das Kreuz	b1	십자가, 표시		claude-sonnet-5
krieg	der Krieg	b1	전쟁		claude-sonnet-5
kriminal-die-kriminalpolizei	Kriminal- die Kriminalpolizei	b1	형사경찰, 수사경찰	Kriminal-은 접두어	claude-sonnet-5
krise	die Krise	b1	위기		claude-sonnet-5
kritisieren	kritisieren	b1	비판하다, 비난하다		claude-sonnet-5
kritik	die Kritik	b1	비판, 비평, 평론		claude-sonnet-5
kritisch	kritisch	b1	비판적인		claude-sonnet-5
kuli	der Kuli	b1	볼펜	구어	claude-sonnet-5
kuessen	küssen	b1	입맞추다, 키스하다		claude-sonnet-5
kuendigung	die Kündigung	b1	해고, 해지, 퇴사 통보		claude-sonnet-5
kuss	der Kuss	b1	키스, 입맞춤		claude-sonnet-5
kueste	die Küste	b1	해안, 연안		claude-sonnet-5
kuvert	das Kuvert	b1	봉투		claude-sonnet-5
kuenstler	der Künstler	b1	예술가		claude-sonnet-5
kuenstlerin	die Künstlerin	b1	예술가		claude-sonnet-5
kuenstlich	künstlich	b1	인공적인, 인위적인		claude-sonnet-5
kunststoff	der Kunststoff	b1	플라스틱, 합성수지		claude-sonnet-5
kursleiter	der Kursleiter	b1	강사, 코스 진행자		claude-sonnet-5
kursleiterin	die Kursleiterin	b1	강사, 코스 진행자		claude-sonnet-5
kurve	die Kurve	b1	커브, 곡선		claude-sonnet-5
kuerzlich	kürzlich	b1	최근에, 얼마 전에		claude-sonnet-5
laecheln	lächeln	b1	미소짓다, 웃다		claude-sonnet-5
lage	die Lage	b1	위치, 상황		claude-sonnet-5
lager	das Lager	b1	창고, 캠프, 야영지		claude-sonnet-5
landwirtschaft	die Landwirtschaft	b1	농업		claude-sonnet-5
landen	landen	b1	착륙하다		claude-sonnet-5
journalist	der Journalist	b1	기자		claude-sonnet-5
journalistin	die Journalistin	b1	기자	여성형	claude-sonnet-5
jugend	die Jugend	b1	청소년기, 청춘, 젊음		claude-sonnet-5
kabel	das Kabel	b1	케이블, 전선		claude-sonnet-5
kabine	die Kabine	b1	부스, 칸막이 공간, 객실	예문은 전화부스	claude-sonnet-5
kaffeehaus	das Kaffeehaus	b1	카페, 커피숍		claude-sonnet-5
kakao	der Kakao	b1	코코아		claude-sonnet-5
kaelte	die Kälte	b1	추위, 냉기		claude-sonnet-5
kaempfen	kämpfen	b1	싸우다, 투쟁하다		claude-sonnet-5
kampf	der Kampf	b1	싸움, 투쟁, 전투		claude-sonnet-5
kanal	der Kanal	b1	채널, 수로, 운하		claude-sonnet-5
kandidat	der Kandidat	b1	후보자, 지원자, 수험생		claude-sonnet-5
kanne	die Kanne	b1	주전자, 포트		claude-sonnet-5
kantine	die Kantine	b1	구내식당		claude-sonnet-5
kapitel	das Kapitel	b1	장(章), 챕터		claude-sonnet-5
kaputtgehen	kaputtgehen	b1	고장 나다, 망가지다, 깨지다	분리동사	claude-sonnet-5
kaeufer	der Käufer	b1	구매자, 매수인		claude-sonnet-5
kaeuferin	die Käuferin	b1	구매자, 매수인	여성형	claude-sonnet-5
kaum	kaum	b1	거의 ~않다, 겨우, 채 ~안 되는		claude-sonnet-5
kaputtmachen	kaputtmachen	b1	고장 내다, 부수다, 망가뜨리다	분리동사	claude-sonnet-5
karneval	der Karneval	b1	카니발, 사육제		claude-sonnet-5
karotte	die Karotte	b1	당근		claude-sonnet-5
karriere	die Karriere	b1	경력, 출세	예문은 관용구	claude-sonnet-5
kellner	der Kellner	b1	웨이터, 종업원		claude-sonnet-5
kellnerin	die Kellnerin	b1	웨이트리스, 종업원	여성형	claude-sonnet-5
chipkarte	die Chipkarte	b1	칩카드, IC카드		claude-sonnet-5
kassette	die Kassette	b1	카세트테이프		claude-sonnet-5
kasten	der Kasten	b1	상자, 궤짝, 장(옷장)	장 뜻은 방언	claude-sonnet-5
katalog	der Katalog	b1	카탈로그, 목록		claude-sonnet-5
katastrophe	die Katastrophe	b1	재난, 참사, 재앙		claude-sonnet-5
kennzeichen	das Kennzeichen	b1	번호판, 표시, 특징		claude-sonnet-5
kerze	die Kerze	b1	양초, 초		claude-sonnet-5
kindheit	die Kindheit	b1	어린 시절, 유년기		claude-sonnet-5
kauf	der Kauf	b1	구매, 매입		claude-sonnet-5
kiste	die Kiste	b1	상자, 궤짝		claude-sonnet-5
kissen	das Kissen	b1	베개, 쿠션		claude-sonnet-5
klagen	klagen	b1	불평하다, 하소연하다, 고소하다		claude-sonnet-5
klingeln	klingeln	b1	울리다, 초인종을 누르다		claude-sonnet-5
klingel	die Klingel	b1	초인종, 벨		claude-sonnet-5
klingen	klingen	b1	들리다, ~하게 들리다		claude-sonnet-5
klinik	die Klinik	b1	병원, 클리닉		claude-sonnet-5
klopfen	klopfen	b1	두드리다, 노크하다		claude-sonnet-5
kloss	der Kloß	b1	경단, 덤플링	북독일에서 씀	claude-sonnet-5
klaeren	klären	b1	해결하다, 명확히 하다		claude-sonnet-5
klasse-2	klasse	b1	멋진, 훌륭한, 최고의	구어체, 불변화	claude-sonnet-5
klassenarbeit	die Klassenarbeit	b1	(학급) 시험, 필기시험		claude-sonnet-5
knapp	knapp	b1	부족한, 빠듯한, 간신히		claude-sonnet-5
kleben	kleben	b1	붙다, 붙이다		claude-sonnet-5
kneipe	die Kneipe	b1	술집, 선술집	구어	claude-sonnet-5
knie	das Knie	b1	무릎		claude-sonnet-5
knochen	der Knochen	b1	뼈		claude-sonnet-5
knoedel	der Knödel	b1	경단, 덤플링	남독일·오스트리아	claude-sonnet-5
knopf	der Knopf	b1	단추, 버튼		claude-sonnet-5
klettern	klettern	b1	오르다, 등반하다, 기어오르다		claude-sonnet-5
klicken	klicken	b1	클릭하다		claude-sonnet-5
klick	der Klick	b1	클릭		claude-sonnet-5
klima	das Klima	b1	기후, 분위기		claude-sonnet-5
klimaanlage	die Klimaanlage	b1	에어컨, 냉방장치		claude-sonnet-5
koch	der Koch	b1	요리사		claude-sonnet-5
koechin	die Köchin	b1	요리사	여성형	claude-sonnet-5
landung	die Landung	b1	착륙		claude-sonnet-5
laenge	die Länge	b1	길이		claude-sonnet-5
laengst	längst	b1	이미 오래전에, 벌써		claude-sonnet-5
sich-langweilen	sich langweilen	b1	지루해하다, 심심해하다	재귀동사	claude-sonnet-5
langeweile	die Langeweile	b1	지루함, 심심함		claude-sonnet-5
laerm	der Lärm	b1	소음, 시끄러움		claude-sonnet-5
laster	der Laster	b1	트럭	Lastwagen 구어체	claude-sonnet-5
laufwerk	das Laufwerk	b1	드라이브, 구동 장치	컴퓨터 용어	claude-sonnet-5
laune	die Laune	b1	기분, 심기		claude-sonnet-5
lautsprecher	der Lautsprecher	b1	스피커, 확성기		claude-sonnet-5
lecker	lecker	b1	맛있는		claude-sonnet-5
lebenslauf	der Lebenslauf	b1	이력서		claude-sonnet-5
leder	das Leder	b1	가죽		claude-sonnet-5
lehre	die Lehre	b1	직업훈련, 도제 수습, 교훈		claude-sonnet-5
lehrstelle	die Lehrstelle	b1	수습 자리, 견습직		claude-sonnet-5
lehrling	der Lehrling	b1	견습생, 수습생		claude-sonnet-5
leid-tun	leid tun	b1	유감이다, 안됐다, 미안하다	관용구, 3격 필요	claude-sonnet-5
leiden	leiden	b1	앓다, 고통받다, 시달리다	an/unter+3격	claude-sonnet-5
leisten	leisten	b1	감당하다, 해내다, 제공하다	sich³: 여유가 되다	claude-sonnet-5
leistung	die Leistung	b1	성과, 성적, 실적		claude-sonnet-5
leiten	leiten	b1	이끌다, 지휘하다, 운영하다		claude-sonnet-5
leitung	die Leitung	b1	관리, 운영; 회선; 배관, 선		claude-sonnet-5
leiter	die Leiter	b1	사다리	der Leiter(지도자)와 다름	claude-sonnet-5
lerner	der Lerner	b1	학습자		claude-sonnet-5
lernerin	die Lernerin	b1	학습자(여성)		claude-sonnet-5
leser	der Leser	b1	독자		claude-sonnet-5
lexikon	das Lexikon	b1	백과사전, 사전		claude-sonnet-5
liebe	die Liebe	b1	사랑		claude-sonnet-5
lieferung	die Lieferung	b1	배달, 배송, 납품		claude-sonnet-5
lift	der Lift	b1	엘리베이터, 리프트		claude-sonnet-5
limonade	die Limonade	b1	레모네이드, 탄산음료		claude-sonnet-5
linie	die Linie	b1	선, 노선		claude-sonnet-5
link-2	link-	b1	왼쪽의	형용사 어미변화	claude-sonnet-5
lippe	die Lippe	b1	입술		claude-sonnet-5
liste	die Liste	b1	목록, 명단		claude-sonnet-5
literatur	die Literatur	b1	문학		claude-sonnet-5
loben	loben	b1	칭찬하다		claude-sonnet-5
loch	das Loch	b1	구멍		claude-sonnet-5
locker	locker	b1	느슨한, 편안한		claude-sonnet-5
lohn	der Lohn	b1	임금, 급여		claude-sonnet-5
